,title,summary
10,"Tidligere pakistansk premierminister blev udsat for 'attentatforsøg', siger talsperson","[<p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Det var et klart attentatforsøg, da den tidligere pakistanske <span style=""display:inline""><span class=""dre-glossary-match"">premierminister</span></span> Imran Khan i dag blev skudt i skinnebenet <a href=""https://www.dr.dk/nyheder/seneste/pakistans-tidligere-premierminister-er-blevet-skudt-i-foden-under-protestmarch"" rel=""noopener noreferrer"" target=""_blank"">ved en demonstration.</a></p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Det mener talsperson for Khans parti, Fawas Chaudhry, ifølge nyhedsbureauet Reuters.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">- Det var et tydeligt attentatforsøg. Hvis skytten ikke var blevet stoppet af folk der, ville hele PTI-ledelsen være blevet udslettet, siger han.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Pakistans præsident, Arif Alvi, kalder ifølge Ritzau episoden ""et afskyeligt attentatforsøg"" på Twitter.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">- Jeg takker Allah for, at han (Khan, red.) nu er i sikkerhed. Angrebet er chokerende, <span style=""display:inline""><span class=""dre-glossary-match"">alarmerende</span></span> og kujonagtigt, skriver han.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Ifølge AP viser en video fra politiet, at den formodede gerningsmand siger, at Imran Khan var hans eneste mål, og at han arbejdede alene. <span style=""display:inline""><span class=""dre-glossary-match"">Gerningsmanden</span></span> blev ifølge AP anholdt efter episoden.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Imran Khan, <a href=""https://www.dr.dk/nyheder/seneste/parkistans-premierminister-traeder-tilbage"" rel=""noopener noreferrer"" target=""_blank"">der måtte gå af som premierminister efter en mistillidsafstemning i april</a>, er blevet opereret efter angrebet og er uden for livsfare.</p>]"
11,Storebæltsbroen får vindafskærmninger for at undgå uheld,"[<p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Det sker fra tid til anden, at vindfølsomme <span style=""display:inline""><span class=""dre-glossary-match"">køretøjer</span></span> vælter på Storebæltsbroen.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Men det skal nye afskærmninger på broen, der forbinder Fyn og Sjælland, nu afhjælpe.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Sund &amp; Bælt, der står for den daglige drift af broen, har underskrevet en <span style=""display:inline""><span class=""dre-glossary-match"">kontrakt</span></span> med DAV Nordic A/S, som skal opsætte vindafskærmninger udvalgte steder for at mindske antallet af uheld. Det skriver de i en <a href=""https://sundogbaelt.dk/nyheder-presse/nyheder/2022/afskaermning-pa-storebaeltsbroen-skal-oge-sikkerheden-i-kraftig-blaest/"" rel=""noopener noreferrer"" target=""_blank"">pressemeddelelse</a>.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">- En stor del af uheldene sker omkring pyloner og ankerblokke, og især når der er kraftig blæst på tværs af broen, siger Kim Agersø Nielsen, teknisk chef i Sund &amp; Bælt.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">- Vi opsætter derfor vindafskærmningerne på disse steder for at <span style=""display:inline""><span class=""dre-glossary-match"">reducere</span></span> den særlige kraftige vind, som skabes her, så trafikanterne undgår den pludselige bevægelse i <span style=""display:inline""><span class=""dre-glossary-match"">køretøjet</span></span>.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Opsætningen af vindafskærmningerne forventes at være udført ved udgangen af februar næste år.</p>]"
12,DMI varsler risiko for vindstød af stormstyrke langs den jyske vestkyst,"[<p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Blæsten går frisk over Limfjordens vande i morgen, og derfor <span style=""display:inline""><span class=""dre-glossary-match"">varsler</span></span> Danmarks Meteorologiske Institut (<span style=""display:inline""><span class=""dre-glossary-match"">DMI</span></span>), at der er risiko for stormende <span style=""display:inline""><span class=""dre-glossary-match"">kuling</span></span> fra vest med vindstød af stormstyrke.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Faktisk er der risiko for det langs hele den jyske vestkyst, hvor Thy, Mors, Jammerbugt, Skive, Struer og Hjørring netop er blevet omfattet.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">- I løbet af natten udvikles et relativt hidsigt <span style=""display:inline""><span class=""dre-glossary-match"">lavtryk</span></span> i frontzonen vest for Jylland, og den bevæger sig i løbet af fredagen mod nordøst, op langs Vestkysten og over Skagerrak til <span style=""display:inline""><span class=""dre-glossary-match"">Oslo</span></span>, skriver vagthavende Martin Lindberg på <span style=""display:inline""><span class=""dre-glossary-match"">DMI</span></span>'s hjemmeside.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables""><span style=""display:inline""><span class=""dre-glossary-match"">DMI</span></span> understreger dog, at der er tale om en ""risiko for"" og ikke et <span style=""display:inline""><span class=""dre-glossary-match"">decideret</span></span> ""varsel"".</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">- <span style=""display:inline""><span class=""dre-glossary-match"">Prognosen</span></span> er endnu noget usikker, og modelkørslerne er ikke helt enige om udviklingen.</p>]"
13,Politiet efterlyser mand efter sprængning i Gladsaxe,"[<p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Københavns Vestegns Politi søger vidner i forbindelse med en <a href=""https://www.dr.dk/nyheder/seneste/politiet-fik-anmeldelse-om-eksplosion-i-gladsaxe-vidner-opfordres-til-dele-deres"" rel=""noopener noreferrer"" target=""_blank"">sprængning tidligt om morgenen den 20. oktober</a> på Vandtårnsvej i Gladsaxe.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Her blev medarbejdere <span style=""display:inline""><span class=""dre-glossary-match"">evakueret</span></span> fra en virksomhed, mens politiet var massivt til stede - med blandt andet rullemarie til at undersøge stedet.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Politiet er stadig i gang med <span style=""display:inline""><span class=""dre-glossary-match"">efterforskningen</span></span> af sagen, og nu fremlægger de en overvågningsvideo af en mulig gerningsmand i håbet om at kunne identificere denne mand.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables""><a href=""http://www.youtube.com/watch?v=zH6bbMkCpsM"" rel=""noopener noreferrer"" target=""_blank"">Overvågningsvideoen kan ses her</a>.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Københavns Vestegns Politi efterlyser desuden privatpersoner og virksomhedsejere, der måtte have relevant videomateriale fra området omkring Vandtårnsvej og Gladsaxe <span style=""display:inline""><span class=""dre-glossary-match"">Ringvej</span></span> fra den 20. oktober mellem klokken 04.00 og 05.00.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">- Det er fortsat ikke muligt for os at udtale os om motiv, siger vicepolitiinspektør Peter Malmose i <a href=""https://politi.dk/koebenhavns-vestegns-politi/efterlyste-og-savnede-personer/efterlyser-person-efter-spraengning-i-gladsaxe/2022/11/03"" rel=""noopener noreferrer"" target=""_blank"">efterlysningen</a>.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Vidner opfordres til at kontakte politiet på 43861448.</p>]"
14,Efter 273 år er Berlingske uden eget trykkeri: Trykkompagniet lukker,"[<p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Tryksværte og papirruller må pakkes væk ved Berlingske Medias trykkeri, Trykkompagniet.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">De lukker nemlig fra årets udgang, skriver Berlingske Media i en <span style=""display:inline""><span class=""dre-glossary-match"">pressemeddelelse</span></span>.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Trykkeriet har i mange år været garant for at lave tryksager til B.T., Berlingske og Weekendavisen, men siden B.T. efter nytår stopper med at udkomme som trykt avis, må trykkeriet også synge på sidste vers.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Fortsat drift er simpelthen ikke økonomisk bæredygtig, lyder det.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Med lukningen af Trykkompagniet vil 16 fastansatte og ni timelønnede medarbejdere blive opsagt.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Det er første gang i 273 år, at Berlingske Media ikke kommer til at have egen produktion.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Man er ved at afklare, hvordan Berlingske og Weekendavisen nu skal trykkes, når Trykkompagniet lukker.</p>]"
15,"Retskorrespondent om Field's-skyderi: Hvorvidt gerningsmanden vurderes sindssyg i gerningsøjeblikket, bliver afgørende","[<p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">En dommer har i dag valgt at åbne dørene i sagen om det skyderi, der kostede tre personer livet i Field's den 3. juli og sårede flere.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Det betyder, at <span style=""display:inline""><span class=""dre-glossary-match"">offentligheden</span></span> fik kendskab til noget af den efterforskning, som politiet har lavet i løbet af de seneste måneder.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Ifølge DR's retskorrespondent, Trine Maria Ilsøe, bliver det i sagen helt <span style=""display:inline""><span class=""dre-glossary-match"">afgørende</span></span>, hvordan dommeren vurderer mandens sindstilstand i gerningsøjeblikket.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">- Sagen er nemlig den, at hvis retten mener, at den 22-årige var sindssyg i gerningsøjeblikket, så kan han efter § 16 slet ikke straffes.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">- Den påstand er <span style=""display:inline""><span class=""dre-glossary-match"">anklagemyndigheden</span></span> uenig i, og derfor vil de gøre, hvad de kan for at overbevise retten om, at ganske vist er den 22-årige psykisk syg – men forberedelserne i tiden op til viser, at han ikke var sindssyg i gerningsøjeblikket.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Læs om dagens retsmøde og få hele Trine Maria Ilsøes analyse <a href=""https://www.dr.dk/nyheder/indland/politiet-fields-gerningsmand-planlagde-grundigt-masseskyderiet-hjemmefra"" rel=""noopener noreferrer"" target=""_blank"">her</a>.</p>]"
16,Efter endnu en sejr er Holger Rune klar til verdensetteren i Paris,"[<p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Den første uge i verdensranglistens top-20 har været lidt af en fest for den danske tenniskomet Holger Rune.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Onsdag aften vandt han sin kamp i anden runde ved ATP 1000-turneringen Rolex Paris Masters, da han mødte verdens nummer ti, polske Hubert Hurkacz.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Torsdag, i dag, var der igen stærk modstand på programmet, da nummer ni i verden, Andrey Rublev, stod for skud. Heller ikke russeren kunne stille noget op mod Holger Rune, der vandt i to sæt med cifrene 6-4, 7-5 og er klar til <span style=""display:inline""><span class=""dre-glossary-match"">kvartfinalen</span></span>.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">I første sæt brød Holger Rune tidligt sin russiske modstanders serv og sørgede for at holde sine egne servepartier. Derfor kunne verdensranglistens nummer 18 efter 45 minutters tennis sikre sejren i første sæt.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Andet sæt blev en mere lige affære. Holger Rune var bagud og afviste flere sætbolde, inden han ved stillingen 5-5 for første gang kunne bryde Rublev. Efter halvanden times spil servede danskeren både sættet og sejren hjem.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">I morgen er der kvartfinale, og igen venter der noget af en modstander. Holger Rune skal møde Carlos Alcaraz, der er nummer ét på <span style=""display:inline""><span class=""dre-glossary-match"">verdensranglisten</span></span>.</p>]"
17,Dansk hospital har testet psykedelisk stof til depressionsramte,"[<p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Det psykedeliske stof psilocybin, som findes i visse svampearter, kan i fremtiden måske blive et tilbud til depressionsramte patienter.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables""><a href=""https://psykiatri.rn.dk/service/nyhedsbase/nyhed?id=ec820b30-3fe3-4944-9bd4-29eb8834849f"" rel=""noopener noreferrer"" target=""_blank"">Aalborg Universitetshospital har ledet den danske del af et studie</a>, som er gennemført af firmaet COMPASS Pathways.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">I forsøget har en gruppe af 233 udvalgte patienter modtaget en dosis af stoffet, der er blevet fremstillet i et laboratorie.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">- Forsøget viste, at en stor del af de patienter, der fik den højeste dosis psilocybin på 25 milligram, oplevede en tydelig bedring af deres symptomer, når man målte efter tre uger, og virkningen varede ved, når man målte igen efter 12 uger, siger René Ernst Nielsen, professor ved Aalborg Universitetshospital.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">For at stoffet kan blive godkendt som <span style=""display:inline""><span class=""dre-glossary-match"">lægemiddel</span></span>, kræver det endnu et studie, der viser positive resultater. Det forventes at starte i Aalborg næste år.</p>]"
18,Danmarks trup til håndbold-EM er udvidet med tre reserver,"[<p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Blot en enkelt dag før <span style=""display:inline""><span class=""dre-glossary-match"">EM</span></span> i håndbold skydes i gang, er Danmarks <span style=""display:inline""><span class=""dre-glossary-match"">trup</span></span> blevet tre ansigter rigere.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Landstræner for Danmark Jesper Jensen har nemlig udtaget Viborg-keeper Anna Kristensen, bagspilleren Alberte Kielstrup Madsen fra Nykøbing-Falster Håndbold og stregspilleren Kaja Kamp Nielsen fra Team Esbjerg.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Det skriver Dansk Håndbold Forbund (DHF) på Twitter.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Dermed er landsholdets <span style=""display:inline""><span class=""dre-glossary-match"">EM</span></span>-<span style=""display:inline""><span class=""dre-glossary-match"">trup</span></span> nu 19 kvinder stor, men de tre nye spillere bliver dog for nu i Danmark, indtil det <span style=""display:inline""><span class=""dre-glossary-match"">potentielt</span></span> bliver nødvendigt at hive dem til Slovenien.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Håndboldlandsholdet åbner <span style=""display:inline""><span class=""dre-glossary-match"">EM</span></span> fredag mod værterne fra Slovenien.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables""><i>Du kan følge kampen direkte på dr.dk, i DR's nyhedsapp og i Liga på P4.</i></p>]"
19,Den kongelige familie mødes til officiel frokost for første gang siden titelstrid,"[<p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Den 12. november mødes den kongelige familie til officiel frokost på Københavns Rådhus i anledning af dronningens 50-års regeringsjubilæum.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Det bliver det første officielle møde mellem dronning Margrethe, prins Joachim, prinsesse Marie, <span style=""display:inline""><span class=""dre-glossary-match"">kronprins</span></span> Frederik og kronprinsesse Mary, <a href=""https://drupal.dr.dk/nyheder/indland/se-videoen-alle-taler-om-her-faar-ekstra-bladet-fat-i-en-rystet-prins-joachim"" rel=""noopener noreferrer"" target=""_blank"">siden striden om titler i kongehuset startede i september</a>.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Dronningen fratog dengang prins Joachims børn deres titler som prinser og prinsesser, <a href=""http://dr.dk/nyheder/indland/kongehusekspert-kronprinsen-udtrykker-omsorg-sin-bror-men-hierarkiet-ligger-fast"" rel=""noopener noreferrer"" target=""_blank"">og i sidste uge forholdt kronprinsen sig for første gang til sagen</a>.</p>]"
20,41-årig idømt forvaring for voldtægt og krænkelser af børn,"[<p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Retten i Svendborg har kendt en 41-årig mand skyldig i have voldtaget børn og krænket deres blufærdighed.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Desuden har retten fundet ham skyldig i ulovlig tvang og besiddelse af børnepornografi.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Det skriver Fyns Politi i en <a href=""https://politi.dk/fyns-politi/nyhedsliste/41aarig-mand-idoemt-forvaring-for-voldtaegt-og-kraenkelser-af-boern/2022/11/03"" rel=""noopener noreferrer"" target=""_blank"">pressemeddelelse</a>.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Den 41-årige er blevet idømt <span style=""display:inline""><span class=""dre-glossary-match"">forvaring</span></span>. Det er en tidsubegrænset sanktion, hvor den dømte anbringes på en særligt indrettet fængselsafdeling.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">En fængselsstraf er fravalgt, fordi retten mener, at han er særligt farlig.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Manden havde udgivet sig for at være en 15-årig dreng, da han kontaktede børn via sociale <span style=""display:inline""><span class=""dre-glossary-match"">medier</span></span>. Her opfordrede han dem til at sende billeder og videoer med seksuelt indhold. Og han udsatte dem for blufærdighedskrænkelser og ulovlig tvang.</p>]"
21,Field's-efterforskning nærmer sig sin afslutning,"[<p class=""hydra-latest-news-page-short-news__paragraph dre-variables""><span style=""display:inline""><span class=""dre-glossary-match"">Efterforskningen</span></span> af det voldsomme skyderi i Field's den 3. juli nærmer sig sin afslutning.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Sådan lyder det fra senioranklager Søren Harbo.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">- Det har været en ret intensiv efterforskning, og det, jeg kan sige generelt, er, at vi er i slutfasen. Vi har indsamlet stort set alt det, vi skal bruge, og derfor er jeg så småt gået i gang med at kigge på en tiltalerejsning.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Søren Harbo nævner, at der er tale om tekniske beviser, gerningsstedsundersøgelser, videomateriale og vidneafhøringer.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">En 22-årig mand er sigtet for at have dræbt tre samt syv tilfælde af drabsforsøg. Det er dog ikke ensbetydende med, at tiltalen ender på samme måde, understreger Søren Harbo.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">- Jeg kan bare sige, at vi må se, hvordan en tiltale kommer til at se ud.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Manden erkender de faktiske forhold, men nægter sig skyldig med henvisning til straffelovens <span style=""display:inline""><span class=""dre-glossary-match"">paragraf</span></span> 16, der handler om, at han påberåber sig sindssyge under gerningsøjeblikket.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Ved et retsmøde torsdag fik den sigtede forlænget sin varetægtsfængsling på en lukket psykiatrisk afdeling til foreløbig 1. december.</p>]"
22,Tålmodigheden hos de bornholmske fiskere snart brugt op: Ny regering skal hurtigt på plads,"[<p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Danmark skal have en ny <span style=""display:inline""><span class=""dre-glossary-match"">regering</span></span>, og hvis man spørger de bornholmske erhvervsfiskere, så skal en ny <span style=""display:inline""><span class=""dre-glossary-match"">regering</span></span> på plads, så hurtigt som muligt.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">For de bornholmske erhvervsfiskere har endnu ikke fået mulighed for at søge den såkaldte ophugningsstøtte, og det skyldes <span style=""display:inline""><span class=""dre-glossary-match"">Folketingsvalget</span></span>.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Ophugningsstøtten går ud på, at fiskere som fisker omkring Østersøen får mulighed for at søge penge af staten til at lægge fiskerfaget på hylden, fordi <span style=""display:inline""><span class=""dre-glossary-match"">EU</span></span> har <span style=""display:inline""><span class=""dre-glossary-match"">begrænset</span></span> fangst af både torsk og laks i havområdet.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Fiskeristyrelsen meddelte i september, at erhvervsfiskerne ville kunne søge en pulje på i alt 50 millioner kroner i midten af oktober.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Men på grund af <span style=""display:inline""><span class=""dre-glossary-match"">folketingsvalget</span></span> må de bornholmske fiskere vente længere på støttekronerne, og det er ved at være dråben for en af øens fiskere.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">- Tålmodigheden er ved at blive brugt op, men vi må jo bare vente, siger Henning Finne, der er tidligere fisker på <span style=""display:inline""><span class=""dre-glossary-match"">Bornholm</span></span> og som har ventet på støttekroner siden foråret, hvor han <span style=""display:inline""><span class=""dre-glossary-match"">forlod</span></span> fiskerfaget.</p>]"
23,Storbritannien laver største renteforøgelse i 33 år,"[<p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Storbritanniens centralbank, Bank of England, hæver torsdag sin ledende rente med 0,75 <span style=""display:inline""><span class=""dre-glossary-match"">procentpoint</span></span>.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Det er den største enkeltstående forøgelse siden 1989, <a href=""https://www.bbc.com/news/live/uk-63431894"" rel=""noopener noreferrer"" target=""_blank"">skriver BBC</a>.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Renten er hævet til tre procent. Det er det højeste niveau siden finanskrisen i 2008.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Centralbankerne er begyndt at lave rentestigninger i et forsøg på at dæmpe den økonomiske aktivitet i samfundet for at få den buldrende <span style=""display:inline""><span class=""dre-glossary-match"">inflation</span></span> under kontrol.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Det er ottende rentestigning siden 2021, skriver <span style=""display:inline""><span class=""dre-glossary-match"">BBC</span></span>, og centralbanken advarer om, at landet står overfor den <a href=""https://www.bbc.com/news/business-63471725"" rel=""noopener noreferrer"" target=""_blank"">længste recession nogensinde</a>.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Priserne i Storbritannien <a href=""http://dr.dk/nyheder/seneste/britiske-prisstigninger-rammer-ti-procent"" rel=""noopener noreferrer"" target=""_blank"">lå i september 10,1 procent højere end for et år siden</a>.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">I går aftes hævede den amerikanske centralbank, Federal Reserve, <a href=""https://dr.dk/nyheder/seneste/usa-haever-renten-sjette-gang-i-aar-toejle-inflationen"" rel=""noopener noreferrer"" target=""_blank"">også renten op mod 0,75 procent i et forsøg på at tøjle inflationen</a>.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Renten i nationalbanken herhjemme blev senest <a href=""http://dr.dk/nyheder/seneste/nationalbanken-haever-renten-men-foelger-ikke-helt-den-europaeiske-centralbank"" rel=""noopener noreferrer"" target=""_blank"">hævet med 0,6 procentpoint sidste torsdag</a>.</p>]"
24,Pakistans tidligere premierminister skudt i foden under demonstration,"[<p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Pakistans tidligere <span style=""display:inline""><span class=""dre-glossary-match"">premierminister</span></span> Imran Khan er blevet skudt i foden under en demonstration, som han stod i spidsen for, for at få udskrevet valg,</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Det skriver Reuters.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Under protestmarchen blev der åbnet ild mod Imran Khans konvoj, og han blev ramt af skud i foden.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Ifølge nyhedsbureauet er han efterfølgende kommet i sikkerhed.</p>]"
25,DSB: Lørdagens totalnedbrud af togdriften skyldtes hackerangreb og fejl i nødprocedure,"[<p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Lørdag stod alle danske <span style=""display:inline""><span class=""dre-glossary-match"">DSB</span></span>-tog stille på grund af en ""<span style=""display:inline""><span class=""dre-glossary-match"">sikkerhedsbrist</span></span>"" i den sikkerhedskritiske app 'Den Digitale Rygsæk 2', der leveres af virksomheden Supeo i Næstved.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Dengang lød det fra <span style=""display:inline""><span class=""dre-glossary-match"">DSB</span></span>, at man ikke havde ""indikationer"" på et hackerangreb, men nu oplyser <span style=""display:inline""><span class=""dre-glossary-match"">DSB</span></span> til <span style=""display:inline""><span class=""dre-glossary-match"">DR</span></span> Nyheder, at man i lørdags fik en melding om hackere i systemet.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">- Vi blev kontaktet af vores underleverandør, der fortalte os, at deres testmiljø var blevet kompromitteret af kriminelle hackere. De kan samtidigt ikke udelukke, at der også er noget uden for testmiljøet, siger sikkerhedschef hos <span style=""display:inline""><span class=""dre-glossary-match"">DSB</span></span> Carsten Dam Sønderbo-Jacobsen.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Derfor lukker man hele systemet ned, da man regner med, at man er sikret mod det scenarie, der ramte tusindvis af rejsende i lørdags.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">- De vil lukke ned for det hele. Og det er okay for os, fordi vi har en nødprocedure, hvor lokoførerne kan tilgå materialet i offline-tilstand.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">- På grund af en fejl i softwaren kan vi ikke tilgå materialet offline, og derfor er vores nødprocedure ikke fuldgyldig, siger Carsten Dam Sønderbo-Jacobsen, der også oplyser, at det viste sig, at hackerne ikke havde ramt noget uden for testmiljøet.</p>]"
26,Lars Løkkes søn overtager Søren Gades plads i Bruxelles,"[<p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Bergur Løkke Rasmussen har kurs mod Bruxelles.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Venstrepolitikeren, der er søn af Lars Løkke Rasmussen, overtager Søren Gades plads, efter at han tirsdag blev valgt ind i <span style=""display:inline""><span class=""dre-glossary-match"">Folketinget</span></span>.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Det skriver Ritzau, der har fået informationen fra Venstres pressetjeneste.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Også Venstres Linea Søgaard-Lidell bytter sin arbejdsplads i Bruxelles ud med <span style=""display:inline""><span class=""dre-glossary-match"">Christiansborg</span></span>.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Hendes plads i <span style=""display:inline""><span class=""dre-glossary-match"">Europa-Parlamentet</span></span> er blevet sendt videre til Kim Valentin, der ikke blev <span style=""display:inline""><span class=""dre-glossary-match"">genvalgt</span></span> til <span style=""display:inline""><span class=""dre-glossary-match"">Folketinget</span></span>.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables"">Peter Kofod fra Dansk Folkeparti skal også tilbage i <span style=""display:inline""><span class=""dre-glossary-match"">Folketinget</span></span>, hvorfor partikollegaen Anders Vistisen tager endnu en tørn i Bruxelles.</p>, <p class=""hydra-latest-news-page-short-news__paragraph dre-variables""><i>Opdateret 15.15: Med nederste afsnit om skiftet for Dansk Folkeparti.</i></p>]"
